review_priority,priority_reason,review_status,duplicate_group_id,match_evidence,sample_id_a,dataset_id_a,disease_id_a,sample_id_b,dataset_id_b,disease_id_b,perceptual_hamming_distance,cross_dataset,cross_source_group,label_agreement
3,cross_dataset_overlap,pending,DUPLICATE_0ead7bdeb306b0f47071,perceptual,FITZPATRICK17K_C_15b3ea9dd1bbfcf698beb68ae5ac0e9a,fitzpatrick17k_c,D003,DERMNET_KAGGLE_c87908579f8993fd573c,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_0f8c4e413007fc05b3c9,perceptual,FITZPATRICK17K_C_6dd93b6a751e82cca577b760d2a546a4,fitzpatrick17k_c,,DERMNET_KAGGLE_7e2c83ff46a342fd1eb8,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_0f8f0a8f3400f657493d,perceptual,FITZPATRICK17K_C_d56176c7169764e0a51ad9b1d3580a58,fitzpatrick17k_c,,DERMNET_KAGGLE_1075543c52d5538af8af,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_1063c22ca951d5df802a,perceptual,FITZPATRICK17K_C_bb5e793db84e75f11674602f92e94691,fitzpatrick17k_c,,DERMNET_KAGGLE_e094213d228648024524,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_10929d9f145de5327464,perceptual,FITZPATRICK17K_C_33068b46548282d53e5fee2f15792728,fitzpatrick17k_c,,DERMNET_KAGGLE_ce4afb4d4ba4c2355bc9,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_109456d1a59cfff83d16,perceptual,FITZPATRICK17K_C_e69d745cba729ab9a5c7c8fc46dc04ab,fitzpatrick17k_c,,DERMNET_KAGGLE_d68ace4a7c5d23650f30,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_10f6baa98c907eaebbd7,perceptual,FITZPATRICK17K_C_2004c88f0aba56122257c4f71e67c719,fitzpatrick17k_c,D001,DERMNET_KAGGLE_cb241f9ca03d54dc01c4,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_11ad1b073191ef552be3,perceptual,FITZPATRICK17K_C_200fe2e18a0740f13a871e573c2cee02,fitzpatrick17k_c,D007,DERMNET_KAGGLE_2f4bbd31eb0d21a591b0,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_1324d3abca43567dd023,perceptual,FITZPATRICK17K_C_d16a2a303e85d9908dd4be10318a220c,fitzpatrick17k_c,,DERMNET_KAGGLE_bb310f586481021297f5,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_13eb40a490f492f33ddf,perceptual,FITZPATRICK17K_C_11bad1ca50668e9a7d6aee6b69d3bc47,fitzpatrick17k_c,,DERMNET_KAGGLE_7371f4d928095927f394,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_152b1b9a6ca15334f513,perceptual,FITZPATRICK17K_C_7514d535eb34fa9f0494541eca764f24,fitzpatrick17k_c,,DERMNET_KAGGLE_f8141cd6cabbfd7e49b6,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_15f46de9a2c63ab52d0d,perceptual,FITZPATRICK17K_C_8aa7f2d42a19948366503c3cd5d6062b,fitzpatrick17k_c,,DERMNET_KAGGLE_653de97200b66c1afe24,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_185d6319177b3759a432,perceptual,FITZPATRICK17K_C_fec8fe4925a926994b0b858304cf4fa2,fitzpatrick17k_c,,DERMNET_KAGGLE_2b01397e6658763a7b03,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_195024b862408859caec,perceptual,FITZPATRICK17K_C_a2898cb754e221b22d10680ffffbe9a1,fitzpatrick17k_c,D004,DERMNET_KAGGLE_9bb95b4576cb8a34d5ed,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_19b37e996a71a3fbb8fa,perceptual,FITZPATRICK17K_C_d04150a06562fb2c21073a745b42f7dc,fitzpatrick17k_c,,DERMNET_KAGGLE_b532a940b830914f87a4,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_19b9b9e7e91060ef7a16,perceptual,FITZPATRICK17K_C_4a2f616202a0d7c411440bf04f11f764,fitzpatrick17k_c,,DERMNET_KAGGLE_158081dec47caa04e34a,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_1a346a661fcfe288b387,perceptual,FITZPATRICK17K_C_35ca15f15de4051d23c5590f46380b2f,fitzpatrick17k_c,,DERMNET_KAGGLE_0428f8e251c6c3900b9c,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_1aa88ac8189c8de1d227,perceptual,FITZPATRICK17K_C_3b4333ce8e3c7622b7282784b99b8bd7,fitzpatrick17k_c,,DERMNET_KAGGLE_ada38dc9cb62c5d4a61c,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_1ac0a3130774bc48e7d2,perceptual,FITZPATRICK17K_C_14b5377983a89a22369ee7c9de43dff9,fitzpatrick17k_c,,DERMNET_KAGGLE_4c2ecc6b2858362f2c53,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_1addee32d8f890085b68,perceptual,FITZPATRICK17K_C_09df23048c17d2d5d298ea991a762a7b,fitzpatrick17k_c,D004,DERMNET_KAGGLE_b4150f5b7643dbbe9cda,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_1c07ff1ef5e76be28bd7,perceptual,FITZPATRICK17K_C_468fedaf0c0f9897f1d7a24c458572b2,fitzpatrick17k_c,,DERMNET_KAGGLE_d92e1b74cf697a4d791f,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_1d2adbc681fe2efb7007,perceptual,FITZPATRICK17K_C_a8b7be3b711719bec26682494219f350,fitzpatrick17k_c,D009,DERMNET_KAGGLE_03f9d79b1a53a14c5c9a,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_1d2adbc681fe2efb7007,perceptual,FITZPATRICK17K_C_a8b7be3b711719bec26682494219f350,fitzpatrick17k_c,D009,DERMNET_KAGGLE_71c2fda9a0b9f4463fae,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_1e8e1eb906c7771b218e,perceptual,FITZPATRICK17K_C_4aba04560b6a2bf126c128be1fc4a417,fitzpatrick17k_c,D004,DERMNET_KAGGLE_157ff69859952c9bb4b4,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_1e8e1eb906c7771b218e,perceptual,FITZPATRICK17K_C_4aba04560b6a2bf126c128be1fc4a417,fitzpatrick17k_c,D004,DERMNET_KAGGLE_d4352d9bbe0648326d20,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_1eb06f9df7a5b2c5c02e,perceptual,FITZPATRICK17K_C_0f9a80fc4b30ce96e2440e1a67cd31d2,fitzpatrick17k_c,D004,DERMNET_KAGGLE_4769caa90977f2a69945,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_1eebd8e3cf152ac66084,perceptual,FITZPATRICK17K_C_49d6d148fc4bc113ea10c9b7039a50ee,fitzpatrick17k_c,,DERMNET_KAGGLE_9d8d56e775596af7f321,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_1f195f2bdd358db139d8,perceptual,FITZPATRICK17K_C_861205f569d0f00f0695f079bf1ec296,fitzpatrick17k_c,D004,DERMNET_KAGGLE_ad735104d6571ebc20df,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_1f2042367abc8cf41870,perceptual,FITZPATRICK17K_C_767d9bf4a1f100807ac385ead3a1514f,fitzpatrick17k_c,,DERMNET_KAGGLE_32d7d89ab6da47ddca78,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_1f50b4b309ec149b20d9,perceptual,FITZPATRICK17K_C_01b307cbf4429ec1b5ec9d4e1eaefbe4,fitzpatrick17k_c,,DERMNET_KAGGLE_6de4ee56cdc5e311fee0,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_20be2c9ab0d274264bd0,perceptual,FITZPATRICK17K_C_650c974d4bcd9c86a342bb85ac400ca6,fitzpatrick17k_c,,DERMNET_KAGGLE_f648c0715017eb4143a4,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_20d30cadd4cbe08a389f,perceptual,FITZPATRICK17K_C_9f00c30cabcdd7d1b87b7f534ba4d3a8,fitzpatrick17k_c,,DERMNET_KAGGLE_14075cf07b2d6472162b,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_20d30cadd4cbe08a389f,perceptual,FITZPATRICK17K_C_9f00c30cabcdd7d1b87b7f534ba4d3a8,fitzpatrick17k_c,,DERMNET_KAGGLE_165afad42f0950d95325,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_237290a87afba57babaf,perceptual,FITZPATRICK17K_C_abf8662ae84390242bafecaa324d02b2,fitzpatrick17k_c,D005,DERMNET_KAGGLE_ab09b6c811207cc4bdec,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_248e70d0cc3f5e8a2a01,perceptual,FITZPATRICK17K_C_9b1e230d19a9d1401d955579bda80ed9,fitzpatrick17k_c,D011,DERMNET_KAGGLE_bdcb7cecca108b7f4c51,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_2538eb1e2115e591fe8f,perceptual,FITZPATRICK17K_C_13aeee2d0e9c61d9d86714c96f9dbd0c,fitzpatrick17k_c,,DERMNET_KAGGLE_044835cffa65e8e3b1b7,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_2576d990723aeba67490,perceptual,FITZPATRICK17K_C_837f0dad88c30da13981181282b41f68,fitzpatrick17k_c,D003,DERMNET_KAGGLE_399cd31bbb742f164802,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_278026cd3ea6c5ffbe88,perceptual,FITZPATRICK17K_C_605e7b7f8f5970275f50c11e49998ef9,fitzpatrick17k_c,,DERMNET_KAGGLE_325e83bac8888d83fecf,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_2850a11c7a7e8d2e2e36,perceptual,FITZPATRICK17K_C_4bd61d9c3ec99cdea6d24b0915e2cd12,fitzpatrick17k_c,D005,DERMNET_KAGGLE_e6927e0b20f98f60a8ea,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_2a4023ddbe355057ac4c,perceptual,FITZPATRICK17K_C_1fa86e2a6a80279cd8508d1420ba102d,fitzpatrick17k_c,,DERMNET_KAGGLE_ad1ef87ebce3b76faf18,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_2a41447a43fad38e7055,perceptual,FITZPATRICK17K_C_bc3fd36c7d32ae2f2961409049e240b4,fitzpatrick17k_c,D004,DERMNET_KAGGLE_862e9deceaf77dd4c8a5,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_2a6dd3bf7941e49df1ce,perceptual,FITZPATRICK17K_C_219f19a60815911245c523b07212ed18,fitzpatrick17k_c,D009,DERMNET_KAGGLE_bc37f3e046b60bf4d234,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_2a979b5d4c0b99aff72a,perceptual,FITZPATRICK17K_C_7122482ca4dade22c06ff5f9e7debd0e,fitzpatrick17k_c,,DERMNET_KAGGLE_2be0adeb3f93f60f0644,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_2acd5e5d11cb08f500d8,perceptual,FITZPATRICK17K_C_6709a9b094f7f1ade39242ffc5d5346f,fitzpatrick17k_c,D014,DERMNET_KAGGLE_ea73c9e67112ec1623e5,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_2b7c682cb7a319a85e32,perceptual,FITZPATRICK17K_C_ec694ca83a387d9dcadfe141e04a238e,fitzpatrick17k_c,,DERMNET_KAGGLE_143eca337779daa19548,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_2ba2506e1966b57bff97,perceptual,FITZPATRICK17K_C_c067262614a13f599b26c55474b3dd82,fitzpatrick17k_c,,DERMNET_KAGGLE_c4eef46c6ccfdcd42c09,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_2bfd5f4ccd77ea8d24b3,perceptual,FITZPATRICK17K_C_e783339effbc628d8b5392db27ba6716,fitzpatrick17k_c,D007,DERMNET_KAGGLE_a640b47967bab0e8f36f,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_2c49632525ac145803a8,perceptual,FITZPATRICK17K_C_fe1b5bdbdc4fe7d8e81b6bd90037d556,fitzpatrick17k_c,D003,DERMNET_KAGGLE_d4360d230070fad830f6,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_2ca7af31631a1a501647,perceptual,FITZPATRICK17K_C_5a138952d0d9258bb0612a2e6ff5c36d,fitzpatrick17k_c,D016,DERMNET_KAGGLE_b75e49928e169e28c31d,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_2cb8edad526df2263e48,perceptual,FITZPATRICK17K_C_11002a9c39999ab4a7beed083ca113d8,fitzpatrick17k_c,D004,DERMNET_KAGGLE_cb56817c12321659d2c7,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_2e36df217fe38c0b7b47,perceptual,FITZPATRICK17K_C_7bb69509f512bb7583718706767537fd,fitzpatrick17k_c,,DERMNET_KAGGLE_b0ee04fac357b9e0ba10,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_2ed0ee60aee34e000cda,perceptual,FITZPATRICK17K_C_6c9f2614f531e64cc35375e358dc4e48,fitzpatrick17k_c,,DERMNET_KAGGLE_0b045d183db2678a2320,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_3285c44c4b66105042fd,perceptual,FITZPATRICK17K_C_35611cbb9d46aa93889de2c005d4d9df,fitzpatrick17k_c,,DERMNET_KAGGLE_b03eb70c3d304f17b1d3,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_330580d055402024c393,perceptual,FITZPATRICK17K_C_9b65afd7d757d8f4b48bfbf45cf72e0c,fitzpatrick17k_c,D009,DERMNET_KAGGLE_8aa52d230c3c39c44b83,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_330580d055402024c393,perceptual,FITZPATRICK17K_C_9b65afd7d757d8f4b48bfbf45cf72e0c,fitzpatrick17k_c,D009,DERMNET_KAGGLE_f90b049c2d8ad9042bbf,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_33964c14acd8b367e6a1,perceptual,FITZPATRICK17K_C_c861de9262f7289ad4b5730f7ec2a28a,fitzpatrick17k_c,D004,DERMNET_KAGGLE_bd4a94f8ff37cefe2d39,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_33da8062c2528c0c1e6f,perceptual,FITZPATRICK17K_C_6247ca4b6d3c3583b2e96e204e2c9db9,fitzpatrick17k_c,,DERMNET_KAGGLE_72c680bd17850778bd3c,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_34457bf79b10554b974e,perceptual,FITZPATRICK17K_C_b529b4dcd345f5499dc5c9a48bf1a244,fitzpatrick17k_c,D009,DERMNET_KAGGLE_df3e74d89dd3dd65d172,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_3482f8fc7129089c70d0,perceptual,FITZPATRICK17K_C_782c30666e7587ba286079f67ecf5a72,fitzpatrick17k_c,,DERMNET_KAGGLE_8ad99399157daec25656,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_3500eb98ad12640fa124,perceptual,FITZPATRICK17K_C_bc16f220691e550f32d7c103f8f28ae4,fitzpatrick17k_c,,DERMNET_KAGGLE_61443eb32ebe3a9554b9,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_3576392c7e797963ff95,perceptual,FITZPATRICK17K_C_639a003e0857847a59a4c381a2745717,fitzpatrick17k_c,,DERMNET_KAGGLE_bcb31c9a65ac01a8d2f0,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_358d2c46292d2a8f46d0,perceptual,FITZPATRICK17K_C_f1b8c67eaa33834ea89a104d3c7f8490,fitzpatrick17k_c,,DERMNET_KAGGLE_14af6824fb9e5f331b92,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_365efc5a569b7c8cb641,perceptual,FITZPATRICK17K_C_a3ffb2611430aed38c00bc0fab30f013,fitzpatrick17k_c,D003,DERMNET_KAGGLE_b4e1848b0179212706cc,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_368097f0bbfbfebe1106,perceptual,FITZPATRICK17K_C_b6a18504475d38e563b89a6ecf3558b3,fitzpatrick17k_c,,DERMNET_KAGGLE_02e33879cd980ffd172f,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_3755778c4964be288461,perceptual,FITZPATRICK17K_C_0985c22c8970eba50121bc9f5074a49d,fitzpatrick17k_c,,DERMNET_KAGGLE_8ffd3a494c48c0af1d0a,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_3801f2a12bab4d0a0462,perceptual,FITZPATRICK17K_C_dc1f6fcde89ccc42d9561dbc972941b2,fitzpatrick17k_c,D013,DERMNET_KAGGLE_27acd92d7ace6d62293a,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_3811a9f319c2900cf77f,perceptual,FITZPATRICK17K_C_a989675c02ba63f8a755edc5ebc10494,fitzpatrick17k_c,D016,DERMNET_KAGGLE_61cb67d49e46649548bf,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_3830996e03f58847dc26,perceptual,FITZPATRICK17K_C_c1f0ffb992c825ca4987b0be9c7f7e16,fitzpatrick17k_c,D016,DERMNET_KAGGLE_fa5ed3788f4488acf430,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_38870576b7c59ef6545e,perceptual,FITZPATRICK17K_C_86f8150b0302cf935a13f911a7ed5f8f,fitzpatrick17k_c,,DERMNET_KAGGLE_3bc179c0773cc8a5078d,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_38870576b7c59ef6545e,perceptual,FITZPATRICK17K_C_86f8150b0302cf935a13f911a7ed5f8f,fitzpatrick17k_c,,DERMNET_KAGGLE_9dcd20a8686335c28497,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_38870576b7c59ef6545e,perceptual,FITZPATRICK17K_C_86f8150b0302cf935a13f911a7ed5f8f,fitzpatrick17k_c,,DERMNET_KAGGLE_e7d16f5162f4ce9edc4f,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_39b50ab1845cb11f9794,perceptual,FITZPATRICK17K_C_4bd05cc1fd2c4e6a6bcddbbde97c7f98,fitzpatrick17k_c,D014,DERMNET_KAGGLE_21b4e44307d813fd6d2b,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_3a37f7a4719042a20e07,perceptual,FITZPATRICK17K_C_c011e6a013275b66d23a67658447d500,fitzpatrick17k_c,,DERMNET_KAGGLE_05d1825d2c831a68913e,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_3a6a537cbee32f13b960,perceptual,FITZPATRICK17K_C_0c21730ed61cd15dc2ad83e5456c77ba,fitzpatrick17k_c,D007,DERMNET_KAGGLE_0e115d082ec440a917f6,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_3b6e24c27244f2ace89f,perceptual,FITZPATRICK17K_C_82158cd3f9176568df93075f082f178d,fitzpatrick17k_c,D004,DERMNET_KAGGLE_f0bfe2019abe8544c74f,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_3d5b2704fb9695e9ab91,perceptual,FITZPATRICK17K_C_34868fffd3489bf6bed5f470fed542da,fitzpatrick17k_c,,DERMNET_KAGGLE_62c432c3adce3d53f6ae,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_3d5b2704fb9695e9ab91,perceptual,FITZPATRICK17K_C_34868fffd3489bf6bed5f470fed542da,fitzpatrick17k_c,,DERMNET_KAGGLE_bc36a791e91918dc12a0,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_3d5b2704fb9695e9ab91,perceptual,FITZPATRICK17K_C_34868fffd3489bf6bed5f470fed542da,fitzpatrick17k_c,,DERMNET_KAGGLE_da20e9877205c65bb4d8,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_3d9daa911d2600ec1d63,perceptual,FITZPATRICK17K_C_1e8a7d058aa145aab21792aa13b973f0,fitzpatrick17k_c,,DERMNET_KAGGLE_9b09a65e5ee6e70a1a5f,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_3e64e44fdb3dbc34431c,perceptual,FITZPATRICK17K_C_331d790b2ec05edf8319eaf446fd794f,fitzpatrick17k_c,D009,DERMNET_KAGGLE_00cf202903e9aa60d956,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_401c3e75e6eea5318dae,perceptual,FITZPATRICK17K_C_92a05edb9fdfde91a8671b215852071f,fitzpatrick17k_c,,DERMNET_KAGGLE_5b8a5ba452497d1c3e35,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_4032d20d2136fdcfbd2c,perceptual,FITZPATRICK17K_C_35859a3b8c2d945c000f8ce4766572e8,fitzpatrick17k_c,,DERMNET_KAGGLE_03ea714ab614db088874,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_4135cf0ca4047551ee64,perceptual,FITZPATRICK17K_C_07270b3cd73358c1df4fbf6725823c9d,fitzpatrick17k_c,,DERMNET_KAGGLE_ac37807b03e1105e51c5,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_41618755e916730ebaa2,perceptual,FITZPATRICK17K_C_22af984a7ffb239c451ffea0e5f47b07,fitzpatrick17k_c,,DERMNET_KAGGLE_03a0273b19477d105024,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_416faff98168608c7048,perceptual,FITZPATRICK17K_C_444aaf9840087865c2705b1dd733a1d9,fitzpatrick17k_c,D016,DERMNET_KAGGLE_761bfe0fecf0f720f5cd,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_4178f77c1cdf2722636b,perceptual,FITZPATRICK17K_C_7d0afc8f76c352f1d55559c7f80b24f6,fitzpatrick17k_c,D011,DERMNET_KAGGLE_6ec2b0af919c9750bac3,dermnet_kaggle,,0,True,True,False
